engine,cycle,setting_1,setting_2,setting_3,(Fan inlet temperature) (◦R),(LPC outlet temperature) (◦R),(HPC outlet temperature) (◦R),(LPT outlet temperature) (◦R),(Fan inlet Pressure) (psia),(bypass-duct pressure) (psia),(HPC outlet pressure) (psia),(Physical fan speed) (rpm),(Physical core speed) (rpm),(Engine pressure ratio(P50/P2),(HPC outlet Static pressure) (psia),(Ratio of fuel flow to Ps30) (pps/psia),(Corrected fan speed) (rpm),(Bypass Ratio) ,(Burner fuel-air ratio),(Bleed Enthalpy),(Required fan speed),(Required fan conversion speed),(High-pressure turbines Cool air flow),(Low-pressure turbines Cool air flow),RUL
1,183,35.0065,0.84,100.0,449.44,554.89,1357.98,1123.23,5.48,7.95,193.79,2222.85,8345.13,1.02,41.5,182.65,2388.02,9.3013,0.02,333,2223,100.0,14.75,8.8236,15.0
1,184,0.0006,0.0,100.0,518.67,641.97,1590.06,1395.81,14.62,21.57,555.64,2388.0,9053.5,1.3,47.05,523.72,2388.01,8.3832,0.03,393,2388,100.0,39.26,23.4345,10.0
1,185,0.0018,0.0,100.0,518.67,642.12,1580.38,1400.46,14.62,21.56,555.49,2388.05,9059.56,1.3,47.23,523.25,2388.08,8.3309,0.03,392,2388,100.0,38.89,23.4132,46.0
1,186,25.0048,0.62,60.0,462.54,535.92,1256.71,1040.91,7.05,8.99,175.49,1915.34,8015.44,0.94,36.53,164.54,2028.27,10.8406,0.02,306,1915,84.93,14.33,8.5384,142.0
1,187,20.0029,0.7,100.0,491.19,606.6,1477.22,1249.77,9.35,13.59,334.04,2323.86,8726.42,1.08,43.98,314.9,2387.98,9.1551,0.02,364,2324,100.0,24.49,14.8298,24.0
1,188,0.002,0.0011,100.0,518.67,641.84,1590.4,1404.45,14.62,21.56,555.57,2387.97,9062.81,1.3,47.4,523.55,2387.97,8.3638,0.03,393,2388,100.0,38.99,23.3409,135.0
1,189,25.0016,0.6201,60.0,462.54,536.27,1262.98,1037.69,7.05,8.99,175.15,1915.39,8009.94,0.94,36.4,163.8,2028.28,10.8407,0.02,305,1915,84.93,14.29,8.6428,56.0
1,190,20.0055,0.7018,100.0,491.19,606.68,1479.28,1238.21,9.35,13.58,334.38,2323.87,8725.81,1.07,44.22,314.15,2388.01,9.1939,0.02,364,2324,100.0,24.52,14.8076,43.0
1,191,0.0015,0.0,100.0,518.67,642.66,1587.39,1401.26,14.62,21.56,556.0,2388.09,9069.35,1.3,47.33,523.47,2387.95,8.3614,0.03,393,2388,100.0,39.02,23.5386,178.0
1,192,10.0017,0.2513,100.0,489.05,604.08,1499.52,1301.29,10.52,15.45,395.73,2318.84,8781.12,1.26,45.13,372.58,2388.04,8.5958,0.03,368,2319,100.0,28.88,17.3581,71.0
1,193,0.0014,0.0013,100.0,518.67,642.66,1587.68,1401.58,14.62,21.56,555.6,2388.05,9063.43,1.3,47.34,523.67,2388.02,8.3326,0.03,392,2388,100.0,39.19,23.4479,104.0
1,194,10.0066,0.25,100.0,489.05,604.15,1491.25,1302.94,10.52,15.45,395.84,2318.92,8783.58,1.26,45.18,372.18,2388.01,8.5669,0.03,368,2319,100.0,28.67,17.1984,15.0
1,195,24.9998,0.62,60.0,462.54,536.17,1257.65,1044.49,7.05,8.99,175.72,1915.29,8005.47,0.94,36.48,164.68,2028.31,10.801,0.02,307,1915,84.93,14.28,8.5692,166.0
1,196,0.0002,0.0,100.0,518.67,642.15,1588.29,1402.29,14.62,21.56,556.35,2388.03,9066.16,1.3,47.33,523.96,2388.05,8.3547,0.03,393,2388,100.0,38.9,23.4271,89.0
1,197,25.0021,0.6202,60.0,462.54,536.39,1256.96,1039.53,7.05,8.99,176.4,1915.37,8010.97,0.94,36.56,164.91,2028.37,10.7856,0.02,306,1915,84.93,14.42,8.6455,36.0
1,198,20.0008,0.7016,100.0,491.19,607.22,1477.35,1242.38,9.35,13.59,335.14,2323.98,8725.27,1.08,44.3,315.21,2388.05,9.1288,0.02,363,2324,100.0,24.55,14.7406,11.0
1,199,10.0044,0.25,100.0,489.05,604.58,1492.89,1307.97,10.52,15.45,396.45,2318.89,8792.26,1.26,45.45,373.07,2388.06,8.5392,0.03,368,2319,100.0,28.87,17.2806,92.0
1,200,25.0018,0.62,60.0,462.54,536.53,1258.48,1042.15,7.05,8.99,175.44,1915.43,8009.4,0.94,36.51,164.65,2028.31,10.7984,0.02,309,1915,84.93,14.46,8.5847,96.0
1,201,42.0045,0.8406,100.0,445.0,549.34,1354.19,1120.91,3.91,5.69,138.63,2212.09,8325.67,1.02,41.94,130.37,2388.21,9.2707,0.02,331,2212,100.0,10.56,6.3671,59.0
1,202,41.999,0.84,100.0,445.0,549.36,1345.22,1123.39,3.91,5.69,139.28,2212.1,8323.37,1.02,42.04,130.99,2388.25,9.2727,0.02,330,2212,100.0,10.72,6.2499,13.0
1,203,0.002,0.0006,100.0,518.67,642.52,1588.96,1403.88,14.62,21.56,556.92,2388.06,9060.19,1.3,47.41,524.57,2388.07,8.3305,0.03,393,2388,100.0,39.07,23.3536,167.0
1,204,41.9994,0.84,100.0,445.0,549.06,1352.31,1125.32,3.91,5.69,138.86,2212.12,8327.73,1.02,42.07,130.79,2388.28,9.2794,0.02,330,2212,100.0,10.7,6.3954,151.0
1,205,25.0052,0.6203,60.0,462.54,536.79,1253.16,1049.54,7.05,8.99,175.89,1915.47,8014.56,0.94,36.55,165.1,2028.36,10.8399,0.02,306,1915,84.93,14.22,8.6792,154.0
1,206,35.0054,0.842,100.0,449.44,554.7,1365.63,1130.13,5.48,7.96,195.45,2223.13,8355.48,1.03,41.77,183.22,2388.23,9.2275,0.02,334,2223,100.0,14.87,9.0137,109.0
1,207,10.0022,0.25,100.0,489.05,604.43,1499.16,1305.22,10.52,15.45,396.39,2318.9,8789.99,1.26,45.18,372.78,2388.11,8.5658,0.03,369,2319,100.0,28.77,17.2054,116.0
1,208,42.0073,0.84,100.0,445.0,549.47,1353.94,1126.57,3.91,5.69,139.1,2212.15,8335.07,1.03,42.04,130.99,2388.28,9.2574,0.02,329,2212,100.0,10.61,6.3942,91.0
1,209,20.0059,0.7,100.0,491.19,607.03,1474.2,1246.17,9.35,13.58,336.63,2324.03,8730.47,1.08,44.34,316.63,2388.18,9.098,0.02,365,2324,100.0,24.68,14.7821,11.0
1,210,25.0076,0.6206,60.0,462.54,536.8,1264.99,1049.34,7.05,8.99,175.18,1915.53,8018.09,0.94,36.59,165.49,2028.34,10.7946,0.02,306,1915,84.93,14.38,8.6049,88.0
1,211,20.0009,0.7017,100.0,491.19,607.01,1483.08,1248.86,9.35,13.58,335.77,2324.0,8736.65,1.08,44.39,316.43,2388.11,9.1094,0.02,364,2324,100.0,24.64,14.6993,108.0
1,212,25.0031,0.62,60.0,462.54,536.75,1259.52,1040.97,7.05,8.99,175.75,1915.49,8019.91,0.94,36.59,165.71,2028.43,10.7983,0.02,307,1915,84.93,14.22,8.5448,76.0
1,213,25.0027,0.62,60.0,462.54,536.74,1260.54,1048.27,7.05,8.99,175.68,1915.59,8010.53,0.94,36.8,165.12,2028.4,10.7959,0.02,307,1915,84.93,14.45,8.6023,14.0
1,214,20.0053,0.7,100.0,491.19,607.17,1484.49,1254.78,9.35,13.58,336.3,2324.0,8738.37,1.08,44.1,316.93,2388.21,9.1127,0.02,365,2324,100.0,24.55,14.7273,89.0
1,215,0.0029,0.0,100.0,518.67,642.65,1591.75,1407.74,14.62,21.56,558.28,2388.17,9074.68,1.3,47.21,526.66,2388.16,8.3097,0.03,392,2388,100.0,39.32,23.3938,145.0
1,216,20.0025,0.7,100.0,491.19,607.22,1479.11,1243.48,9.35,13.58,336.97,2324.13,8738.48,1.08,44.48,316.72,2388.19,9.1249,0.02,366,2324,100.0,24.67,14.6939,17.0
1,217,42.0038,0.8402,100.0,445.0,549.13,1350.0,1116.87,3.91,5.68,139.24,2212.18,8337.15,1.02,42.02,131.48,2388.26,9.22,0.02,332,2212,100.0,10.62,6.354,66.0
1,218,25.0004,0.6203,60.0,462.54,536.46,1258.0,1042.77,7.05,8.99,176.09,1915.58,8017.96,0.94,36.84,165.9,2028.44,10.7528,0.02,306,1915,84.93,14.3,8.595,154.0
1,219,25.0052,0.6206,60.0,462.54,536.61,1259.48,1045.23,7.05,8.99,175.95,1915.56,8021.27,0.94,36.59,165.42,2028.42,10.7582,0.02,308,1915,84.93,14.42,8.6108,41.0
1,220,42.0042,0.84,100.0,445.0,549.27,1344.96,1123.48,3.91,5.68,138.97,2212.21,8343.4,1.03,42.38,131.54,2388.29,9.2336,0.02,332,2212,100.0,10.53,6.3662,182.0
1,221,9.9988,0.2509,100.0,489.05,604.68,1508.06,1309.32,10.52,15.45,399.0,2319.06,8804.39,1.26,45.36,374.82,2388.23,8.5121,0.03,371,2319,100.0,28.79,17.4054,73.0
1,222,42.0066,0.8401,100.0,445.0,549.29,1350.2,1125.82,3.91,5.68,140.02,2212.25,8344.11,1.03,42.32,131.31,2388.26,9.2262,0.02,330,2212,100.0,10.67,6.4377,39.0
1,223,20.0045,0.7,100.0,491.19,606.89,1483.67,1253.47,9.35,13.58,337.66,2324.21,8745.49,1.08,44.36,317.6,2388.33,9.0773,0.02,366,2324,100.0,24.77,14.8542,58.0
1,224,35.0002,0.84,100.0,449.44,555.63,1363.27,1131.91,5.48,7.95,196.58,2223.29,8372.67,1.03,41.97,184.99,2388.36,9.1698,0.02,334,2223,100.0,14.99,8.9818,14.0
1,225,25.0047,0.62,60.0,462.54,536.64,1257.31,1049.13,7.05,8.99,176.69,1915.6,8024.78,0.94,36.63,166.01,2028.54,10.7549,0.02,307,1915,84.93,14.39,8.5845,145.0
1,226,0.0018,0.0019,100.0,518.67,642.33,1592.22,1406.67,14.62,21.56,560.83,2388.24,9095.97,1.31,47.55,528.34,2388.22,8.2953,0.03,394,2388,100.0,39.46,23.5819,88.0
1,227,35.0068,0.8414,100.0,449.44,555.47,1369.11,1133.25,5.48,7.96,196.41,2223.26,8371.4,1.03,42.25,184.88,2388.44,9.1952,0.02,335,2223,100.0,14.9,8.9485,162.0
1,228,42.001,0.8418,100.0,445.0,549.45,1352.89,1129.7,3.91,5.68,139.77,2212.32,8350.47,1.03,42.23,131.55,2388.4,9.2161,0.02,332,2212,100.0,10.65,6.5274,189.0
1,229,42.0055,0.84,100.0,445.0,549.45,1356.32,1129.66,3.91,5.68,139.87,2212.31,8340.68,1.03,42.1,131.49,2388.45,9.2439,0.02,331,2212,100.0,10.54,6.3622,120.0
1,230,25.007,0.6214,60.0,462.54,537.66,1264.31,1046.41,7.05,8.99,176.56,1915.66,8023.1,0.94,36.87,166.19,2028.53,10.7615,0.02,308,1915,84.93,14.41,8.6329,98.0
2,1,25.0041,0.62,60.0,462.54,536.84,1264.01,1035.72,7.05,9.03,176.35,1915.39,8010.74,0.94,36.6,165.16,2028.31,10.8906,0.02,307,1915,84.93,14.31,8.4892,33.0
2,2,25.0064,0.62,60.0,462.54,536.72,1259.85,1046.62,7.05,9.03,176.05,1915.37,8010.11,0.94,36.56,165.06,2028.28,10.8786,0.02,306,1915,84.93,14.23,8.6502,184.0
2,3,20.0051,0.7,100.0,491.19,607.63,1477.47,1244.86,9.35,13.66,335.79,2323.97,8725.63,1.08,44.36,315.17,2388.1,9.1932,0.02,364,2324,100.0,24.51,14.715,110.0
2,4,10.0048,0.25,100.0,489.05,604.44,1495.32,1292.93,10.52,15.49,394.73,2318.79,8772.72,1.26,45.31,372.23,2388.08,8.6541,0.03,369,2319,100.0,28.6,17.076,68.0
2,5,19.9984,0.7,100.0,491.19,607.21,1483.14,1256.14,9.35,13.65,334.61,2323.94,8720.99,1.08,44.06,315.03,2388.05,9.1675,0.02,364,2324,100.0,24.36,14.6429,24.0
2,6,19.9988,0.7019,100.0,491.19,606.83,1481.33,1246.43,9.35,13.65,335.26,2323.94,8725.3,1.08,44.18,314.83,2388.03,9.1704,0.02,363,2324,100.0,24.66,14.6979,75.0
2,7,24.998,0.6209,60.0,462.54,536.83,1255.66,1037.37,7.05,9.03,175.49,1915.34,8006.66,0.94,36.71,165.44,2028.25,10.858,0.02,305,1915,84.93,14.34,8.4524,18.0
2,8,0.0003,0.0014,100.0,518.67,642.66,1597.87,1407.67,14.62,21.61,554.1,2388.01,9042.97,1.3,47.29,522.01,2388.01,8.384,0.03,391,2388,100.0,39.02,23.341,16.0
2,9,10.0031,0.25,100.0,489.05,604.94,1495.31,1303.1,10.52,15.49,394.53,2318.87,8775.92,1.26,45.17,371.47,2388.13,8.6191,0.03,366,2319,100.0,28.82,17.2243,166.0
2,10,25.0014,0.62,60.0,462.54,536.06,1258.26,1037.14,7.05,9.03,175.84,1915.34,8016.85,0.94,36.58,164.55,2028.32,10.8324,0.02,307,1915,84.93,14.34,8.5322,98.0
2,11,35.0015,0.84,100.0,449.44,555.36,1359.19,1132.14,5.48,8.0,194.58,2222.94,8352.81,1.02,41.72,183.32,2388.0,9.2729,0.02,333,2223,100.0,14.81,8.966,176.0
2,12,0.0012,0.0,100.0,518.67,642.64,1587.88,1392.54,14.62,21.61,554.2,2387.98,9058.8,1.3,47.29,522.45,2388.05,8.3788,0.03,392,2388,100.0,38.84,23.3262,81.0
2,13,20.0015,0.7009,100.0,491.19,607.29,1484.19,1250.37,9.35,13.65,335.14,2323.93,8724.8,1.08,44.39,315.27,2388.08,9.2044,0.02,363,2324,100.0,24.62,14.7289,118.0
2,14,41.9998,0.84,100.0,445.0,549.57,1356.33,1126.45,3.91,5.72,138.72,2211.99,8319.31,1.02,41.78,131.41,2388.07,9.3133,0.02,329,2212,100.0,10.65,6.3366,35.0
2,15,0.0006,0.0,100.0,518.67,641.83,1589.32,1396.79,14.62,21.61,554.19,2388.02,9054.64,1.3,47.25,522.53,2387.98,8.383,0.03,394,2388,100.0,39.15,23.4119,131.0
2,16,0.0011,0.0003,100.0,518.67,642.19,1581.84,1401.06,14.62,21.61,553.95,2387.99,9057.58,1.3,47.19,522.19,2388.0,8.3961,0.03,391,2388,100.0,39.09,23.4083,194.0
2,17,24.9997,0.62,60.0,462.54,536.92,1259.22,1045.3,7.05,9.02,175.08,1915.39,8015.97,0.94,36.45,164.61,2028.27,10.8567,0.02,305,1915,84.93,14.29,8.5503,112.0
2,18,42.0022,0.84,100.0,445.0,549.19,1347.62,1115.99,3.91,5.72,139.11,2211.93,8323.05,1.02,41.91,130.64,2388.02,9.3161,0.02,329,2212,100.0,10.65,6.414,26.0
